A	nida.;
AĞIZ-BURUNLU	sif.;
AĞIZCIQ	is.;
AĞIZDAN	zer.;
AĞIZDANDOLMA	sif.;
AĞIZDANİYGƏLMƏ	is.;
AĞIZ-DODAQ	is.;
AĞIZDOLUSU	zer.;
AĞIZ-GÖZ	is.;
AĞIZLA	f.;
AĞIZLAMA	is.;
AĞIZLAMAQ	f.;
AĞIZLAŞ	f.;
AĞIZLAŞMA	f.;
AĞIZLAŞMAQ	f.;
AĞIZLI	sif.;
AĞIZLIQ	f.;
AĞIZOTLUQ	is.;
AĞIZOTU	is.;
AĞIZ-QULAQ	is.;
AĞIZSIZ	sif.;
AĞIZSIZLIQ	is.;
AĞIZSÜRÜTMƏSİ	zer.;
AĞIZSUYU	is.;
AĞIZUCU	zer.;
AĞIZYUMMAZ	is.;
AĞKALMIKLAR	is.;
AĞKİRPİK	is.;
AĞKÖYNƏK	is.;
AĞKÖYNƏKLİ	is.;
AĞKÖYNƏKLİ	sif.;
AĞLA	f.;
AĞLABATAN	sif.;
AĞLABATMAZ	sif.;
AĞLABATMAZLIQ	is.;
AĞLADICI	sif.;
AĞLAĞAN	sif.;
AĞLAĞANLIQ	is.;
AĞLAGƏLMƏZ	sif.;
AĞLAGİRMƏZ	sif.;
AĞLAMA	f.;
AĞLAMALI	sif.;
AĞLAMAQ	f.;
AĞLAMSI	f.;
AĞLAMSINMA	f.;
AĞLAMSINMAQ	f.;
AĞLAMSIL	f.;
AĞLAMSIMA	f.;
AĞLAMSIN	f.;
AĞLAMSINMA	f.;
AĞLAR	is.;
AĞLARCASINA	zer.;
AĞLAROT	is.;
AĞLAŞ	f.;
AĞLAŞDIR	f.;
AĞLAŞDIRMA	f.;
AĞLASIĞIŞAN	sif.;
AĞLASIĞAN	f_sif.;
AĞLASIĞIŞAN	sif.;
AĞLASIĞIŞMAZ	sif.;
AĞLASIĞMAZ	sif.;
AĞLASIĞMAZLIQ	is.;
AĞLAŞMA	f.;
AĞLAŞMAQ	f.;
AĞLAT	f.;
AĞLATDIR	f.;
AĞLATDIRMA	f.;
AĞLATMA	f.;
AĞLATMAQ	f.;
AĞLAUYARLIQ	is.;
AĞLAYA-AĞLAYA	sif.;zer.;
AĞLAYAN	f.;
AĞLAYIB-SITQA	f.;
AĞLAYIB-SITQAMA	f.;
AĞLAYIB-SIZLA	f.;
AĞLAYIB-SIZLAMA	f.;
AĞLAYICI	sif.;
AĞLAYIŞ	is.;
AĞLI-BOZLU	sif.;
AĞLIKƏMLƏR	is.;
AĞLIKƏSMƏZ	sif.;
AĞLIQ	is.;
AĞLI-QARALI	sif.;
AĞLI-QIRMIZILI	sif.;
AĞLI-SARILI	sif.;
AĞLIYÜNGÜL	sif.;
AĞLIYÜNGÜLLÜK	is.;
AĞMALA	is.;
AĞMATAN	sif.;
AĞMAYA	sif.;
AĞNA	is.;
AĞNABAT	sif.;
AĞNAĞAZ	is.;
AĞNAĞAZLIQ	is.;
AĞNAMA	f.;
AĞNAMAQ	f.;
AĞNAQ	is.;
AĞNAŞMA	f.;
AĞNAŞMAQ	f.;
AĞNAT	f.;
AĞNATMA	f.;
AĞNATMAQ	f.;
AĞNAVAZ	sif.;
AĞOT	is.;
AĞPAPUR	is.;
AĞQANAD	is.;
AĞQANADLI	sif.;
AĞ-QARA	sif.;
AĞQARIN	is.;
AĞQILÇIQ	is.;
AĞQIPÇAQ	is.;
AĞ-QIRMIZI	sif.;
AĞQIZIL	is.;
AĞQOVAQ	is.;
AĞQOYUNLU	sif.;
AĞQOYUNLULAR	is.;
AĞQUYRUQ	is.;
AĞQUYRUQLU	sif.;
AĞQVARDİYAÇI	is.;
AĞRI	is.;
AĞRI-ACI	is.;
AĞRI-ACISIZ	sozer.;
AĞRIDICI	sif.;
AĞRI-ƏZAB	is.;
AĞRIKƏSƏN	is.;
AĞRIKƏSƏN, AĞRIKƏSİCİ	sif.;
AĞRIKƏSİCİ	sif.;
AĞRILI	sif.;
AĞRIMA	f_is.;
AĞRIMAQ	f.;
AĞRI-QADA	is.;
AĞRISIZ	sif.;zer.;
AĞRISIZLAŞDIR	f.;
AĞRISIZLAŞDIRICI	sif.;
AĞRISIZLAŞDIRIL	f.;
AĞRISIZLAŞDIRILMA	f.;
AĞRISIZLAŞDIRILMAQ	mech.;
AĞRISIZLAŞDIRILMIŞ	f_sif.;
AĞRISIZLAŞDIRMA	f_is.;
AĞRISIZLAŞDIRMAQ	f.;
AĞRISIZLIQ	is.;
AĞRIT	f.;
AĞRITMA	f.;
AĞRITMAQ	f.;
AĞRIVERİCİ	sif.;
AĞRIYAN	f.;
AĞSAÇ	is.;
AĞSAÇLI	sif.;
AĞSAÇLI	sif.;
AĞSAQQAL	is.;sif.;
AĞSAQQALLI	sif.;
AĞSAQQALLIQ	is.;
AĞSAQQAL-QARASAQQAL	sif.;
AĞ-SARI	sif.;
AĞ-SARIMTIL	sif.;
AĞŞƏKƏRİ	is.;
AĞSİFƏT	sif.;
AĞSİFƏTLİ	sif.;
AĞŞIN	sif.;
AĞSOL	is.;
AĞSÖYÜD	is.;
AĞSU	is.;
AĞTƏHƏR	sif.;
AĞTƏRƏ	is.;
AĞTİKAN	is.;
AĞTİKANLIQ	is.;
AĞTORPAQ	is.;
AĞTORPAQLI	sif.;
AĞTORPAQLI	sif.;
AĞTÜK	is.;
AĞTÜKLÜ	sif.;
AĞTÜKLÜ	sif.;
AĞULA	is.;
AĞULAMA	f_is.;
AĞULAMAQ	f.;
AĞULAN	is.;
AĞULANMA	f.;
AĞULANMAQ	f.;
AĞULU	sif.;
AĞÜRƏK	sif.;
AĞÜRƏKLİ	sif.;
AĞUŞ	is.;
AĞUZ	is.;
AĞÜZ	is.;
AĞÜZLÜ	sif.;
AĞVALİDEYNLİK	is.;
AĞXALATLI	sif.;
AĞYAĞIZ	sif.;
AĞYAĞIZLIQ	is.;
AĞYAL	sif.;
AĞYALLI	sif.;
AĞYANIZ	sif.;
AĞYANIZLIQ	is.;
AĞYARPAQ	is.;
AĞYARPAQLI	sif.;
AĞYATAQ	is.;
AĞYOL	is.;
AĞYONCA	is.;
AĞYUNLU	sif.;
AĞZAALINMAZ	f_sif.;
AĞZABAXAN	is.;
AĞZIAÇIQ	sif.;
AĞZIAÇIQLIQ	is.;
AĞZIBAĞLI	sif.;
AĞZIBƏRK	sif.;
AĞZIBƏRKLİK	is.;
AĞZIBİR	is.;
AĞZIBİR	zer.;
AĞZIBİRLİK	is.;
AĞZIBOŞ	sif.;
AĞZIBOŞLUQ	is.;
AĞZIBÜTÖV	sif.;
AĞZIBÜTÖV, AĞZIBÜTÜN	sif.;
AĞZIBÜTÖVLÜK	is.;
AĞZIBÜTÖVLÜK, AĞZIBÜTÜNLÜK	is.;
AĞZIBÜTÜN	sif.;
AĞZIBÜTÜNLÜK	is.;
AĞZICIRIQ	sif.;
AĞZICIRIQLIQ	is.;
AĞZIDAĞINIQ	sif.;
AĞZIDAĞINIQLIQ	is.;
AĞZIDOLU	sif.;
AĞZIDUALI	sif.;
AĞZIƏYRİ	sif.;
AĞZIGEN	sif.;
AĞZIGÖYÇƏK	sif.;
AĞZIGÖYÇƏK, AĞZIGÖVÇƏK	is.;
AĞZIGÖYÇƏKLİ, AĞZIGÖVÇƏKLİK	is.;
AĞZIGÖYÇƏKLİK	is.;
AĞZIGÜNƏ	sif.;
AĞZIHARFA	sif.;
AĞZIHARFALIQ	is.;
AĞZIHƏDƏLİ	sif.;
AĞZIHƏRZƏ	sif.;
AĞZIHƏRZƏLİK	is.;
AĞZIHEYVƏRƏ	sif.;
AĞZIHEYVƏRƏLİK	is.;
AĞZIKƏSƏRLİ	sif.;
AĞZIKÖPÜKLÜ	sif.;
AĞZIKÖPÜKLÜLÜK	is.;
AĞZIMVAY	sif.;
AĞZIMVAYLIQ	is.;
AĞZIODLU	sif.;
AĞZIPƏRTÖV	sif.;
AĞZIPƏRTÖVLÜK	is.;
AĞZIPOLAD	is.;
AĞZIPOLADLI	sif.;
AĞZIPOLADLI	sif.;
AĞZIPOZUQ	sif.;
AĞZIPOZUQLUQ	is.;
AĞZIPÜSTƏ	sif.;
AĞZIQANLI	sif.;
AĞZIQARA	is.;
AĞZIQƏŞƏNG	sif.;
AĞZIQƏŞƏNGLİK	is.;
AĞZISÖYÜŞLÜ	sif.;
AĞZIYARI	sif.;
AĞZIYARIQ	sif.;
AĞZIYARIQLIQ	is.;
AĞZIYASTI	is.;
AĞZIYAVA	sif.;
AĞZIYAVALIQ	is.;
AĞZIYEKƏ	sif.;
AĞZIYELLİ	sif.;
AĞZIYELLİLİK	is.;
AĞZIYIRTIQ	sif.;
AĞZIYIRTIQLIQ	is.;
AĞZIYUXARI	zer.;
AĞZOLAQLI	sif.;
AH	is.;
AHA	nida.;
AHAL	sif.;
AHALLAŞMA	f.;
AHALLAŞMAQ	f.;
AH-AMAN	nida.;
AH-ƏFĞAN	is.;
AH-ƏFĞAN, AHÜ ƏFĞAN	is.;
AHƏN	is.;
AHƏNG	is.;
AHƏNGDAR	sif.;
AHƏNGDARCA	zer.;
AHƏNGDARCASINA	zer.;
AHƏNGDARLAŞ	f.;
AHƏNGDARLAŞDIR	f.;
AHƏNGDARLAŞDIRMA	f.;
AHƏNGDARLAŞMA	f.;
AHƏNGDARLIQ	is.;
AHƏNGLƏN	f.;
AHƏNGLƏNDİR	f.;
AHƏNGLƏNDİRMƏ	f.;
AHƏNGLƏNDİRMƏK	f.;
AHƏNGLƏNMƏ	f.;
AHƏNGLƏŞDİR	f.;
AHƏNGLƏŞDİRMƏ	f.;
AHƏNGLƏŞDİRMƏK	f.;
AHƏNGLİ	sif.;
AHƏNGLİLİK	is.;
AHƏNGSİZ	sif.;
AHƏNGSİZLİK	is.;
AHƏNRÜBA	is.;
AHƏSTƏ	sif.;zer.;
AHƏSTƏ-AHƏSTƏ	sif.;zer.;
AHƏSTƏCƏ	zer.;
AHƏSTƏLİK	is.;
AH-FƏĞAN, AHÜ FƏĞAN	is.;
AH-FƏRYAD	is.;
AH-FƏRYAD, AHÜ FƏRYAD	is.;
AHIL	sif.;
AHIL-CAHIL	is.;
AHILLA	f.;
AHILLAMA	f.;
AHILLAN	f.;
AHILLANMA	f.;
AHILLANMAQ	f.;
AHILLAŞ	f.;
AHILLAŞMA	f.;
AHILLAŞMAQ	f.;
AHILLIQ	is.;
AH-NALƏ	is.;
AH-NALƏ, AHÜ NALƏ	is.;
AHU	is.;
AHUBAXIŞ	is.;
AHUBAXIŞLI	sif.;
AHUBƏR	is.;
AHU-ƏFĞAN	is.;
AH-UF	nida.;
AHU-FƏĞAN	is.;
AHUGÖZ	is.;
AHUGÖZLÜ	sif.;
AHU-NALƏ	is.;
AHU-VAY	is.;
AHUYERİŞLİ	sif.;
AHU-ZAR	is.;
AH-VAY	is.;
AH-VAY, AHÜ VAY	is.;
AH-VAYÇI	sif.;
AH-ZAR	is.;
AH-ZAR, AHÜ ZAR	is.;
AİD	qo.;
AİDİT	is.;
AİDİYYƏT	is.;
AİDİYYƏTLİ	sif.;
AİDLİK	is.;
AİLƏ	is.;
AİLƏBAZ	sif.;
AİLƏBAZLIQ	is.;
AİLƏCANLI	sif.;
AİLƏCANLILIQ	is.;
AİLƏÇİLİK	is.;
AİLƏDAR	sif.;
AİLƏDARLIQ	is.;
AİLƏDAXİLİ	sif.;
AİLƏLİ	sif.;
AİLƏ-MƏİŞƏT	is.;
AİLƏPƏRƏST	sif.;
AİLƏPƏRƏSTLİK	is.;
AİLƏSİZ	sif.;
AİLƏSİZLİK	is.;
AİLƏVİ	sif.;
AJAN	is.;
AJİOTAJ	is.;
AJUR	is.;
AKADEMİK	sif.;
AKADEMİK-KATİB	is.;
AKADEMİYA	is.;
AKADEMİYALARARASI	sif.;
AKADEMİZM	is.;
AKANLAR	is.;
AKASİYA	is.;
AKASİYALIQ	is.;
AKIN	is.;
AKİNEZİYA	is.;
AKKLİMATİZASİYA	is.;
AKKOMODASİYA	is.;
AKKOMPANEMENT	is.;
AKKORD	is.;
AKKORDEON	is.;
AKKORDEONÇALAN	is.;
AKKORDEONÇU	is.;
AKKORD-MÜKAFATLI	sif.;
AKKREDİT	is.;
AKKREDİTASİYA	is.;
AKKREDİTİV	is.;
AKKUMULYASİYA	is.;
AKKUMULYATOR	is.;
AKMEİST	is.;
AKMEİZM	is.;
AKOFİT	is.;
AKOLLADA	is.;
AKOMBA	is.;
AKONİT	is.;
AKR	is.;
AKRİDİN	is.;
AKRİL	is.;
AKRİLON	is.;
AKRİLONİTRİL	is.;
AKROBAT	is.;
AKROBATİK	sif.;
AKROBATİKA	is.;
AKROBATLIQ	is.;
AKROPOL	is.;
AKROSTİX	is.;
AKROTERİ	is.;
AKSELBANT	is.;
AKSELERASİYA	is.;
AKSELERATOR	is.;
AKSELEROMETR	is.;
AKSEL-HERBERQ	is.;
AKSİOM	is.;
AKSİOMATİK	sif.;
AKSİOMETR	is.;
AKSİOMETRİYA	is.;
AKSİONER	is.;
AKSİYA	is.;
AKSİZ	is.;
AKSONOMETAN	is.;
AKSONOMETRİYA	is.;
AKT	is.;
AKTİNİUM	is.;
AKTİNOMETR	is.;
AKTİNOMETRİK	is.;
AKTİNOMETRİYA	is.;
AKTİV	is.;
AKTİV	sif.;
AKTİVASİYA	is.;
AKTİVATOR	is.;
AKTİVLƏŞ	f.;
AKTİVLƏŞDİR	f.;
AKTİVLƏŞDİRİCİ	sif.;
AKTİVLƏŞDİRİL	f.;
AKTİVLƏŞDİRİLMƏ	f.;
AKTİVLƏŞDİRİLMƏK	f.;
AKTİVLƏŞDİRMƏ	f.;
AKTİVLƏŞDİRMƏK	f.;
AKTİVLƏŞMƏ	f.;
AKTİVLƏŞMƏK	f.;
AKTİVLİK	is.;
AKTLAŞDIRIL	f.;
AKTRİSA	is.;
AKTRİSA-MÜĞƏNNİ	is.;
AKTUAL	sif.;
AKTUALİZM	is.;
AKTUALLAŞ	f.;
AKTUALLIQ	is.;
AKTYOR	is.;
AKTYOR-KUKLAÇI	is.;
AKTYORLUQ	is.;
AKULA	is.;
AKULƏ	is.;
AKUŞKA	is.;
AKUSTİK	sif.;
AKUSTİKA	is.;
AKUSTİMETR	is.;
AKVALANQ	is.;
AKVALANQÇI	is.;
AKVAMARİN	is.;
AKVAMETR	is.;
AKVAMETRİYA	is.;
AKVANAVT	is.;
AKVANAVTLIQ	is.;
AKVANİMLƏR	is.;
AKVAREL	is.;
AKVARELÇİ	is.;
AKVARİUM	is.;
AKVATORİYA	is.;
AKVEDUK	is.;
AL	is.;
AL	sif.;
ALA	is.;
ALA	sif.;
ALA-BABAT	sif.;zer.;
ALA-BABATLIQ	is.;
ALABALIQ	is.;
ALABAN	is.;
ALABANÇI	is.;
ALABANÇILIQ	is.;
ALABAŞ	is.;
ALABAXTA	is.;
ALABAYDAQ	is.;
ALA-BƏZƏK	sif.;
ALA-BƏZƏKLİK	is.;
ALABƏZGƏK	is.;
ALA-BİŞMİŞ	sif.;
ALABITRAQ	sif.;
ALABOYUN	is.;
ALA-BOZ	sif.;
ALABUĞA	is.;
ALA-BULA	sif.;
ALA-BULALIQ	is.;
ALA-BULANIQ	sif.;zer.;
ALACA	sif.;
ALACADA	is.;
ALACADİMDİK	is.;
ALACAHÖYÜK	is.;
ALACALAN	f.;
ALACALANDIR	f.;
ALACALANDIRMA	f.;
ALACALANMA	f.;
ALACALANMAQ	f.;
ALACALI	sif.;
ALACALIQ	is.;
ALA-ÇALPOV	is.;
ALACAQ	is.;
ALACAQANAD	is.;
ALACAQLI	is.;
ALACAQ-VERƏCƏK	is.;
ALA-ÇARPAZ	sif.;zer.;
ALACƏHRƏ	is.;
ALAÇI	is.;
ALAÇIQ	is.;
ALA-ÇİY	sif.;
ALADAĞ	sif.;
ALA-DƏYMİŞ	sif.;
ALADODAQ	sif.;
ALAF	is.;
ALAFA	is.;
ALAFLA	f.;
ALAFLAMA	f.;
ALAFLAMAQ	f.;
ALAFSATAN	f.;
ALAFSIZLIQ	is.;
ALAĞAC	is.;
ALAGÖL	is.;
ALAGÖZ	is.;
ALAGÖZLÜ	sif.;
ALAGÖZLÜ	sif.;
ALAGÜL	is.;
ALAGÜLLÜK	is.;
ALAHI	sif.;
ALA-KAL	sif.;
ALAKEŞ	is.;
ALAKEŞ	sif.;
ALA-KEY	sif.;
ALAKÖLGƏ	is.;
ALAKÜLÜK	is.;
ALAKÜLÜNG	is.;
ALALAN	is.;
ALALANMA	f.;
ALALANMAQ	f.;
ALALI	sif.;
ALALIQ	is.;
ALAM	is.;
ALAMAN	is.;
ALAMANÇI	is.;
ALAMANÇILIQ	is.;
ALAMƏZHƏB	sif.;
ALAN	f_sif.;
ALANA	is.;
ALA-NƏM	sif.;zer.;
ALANI	is.;
ALANİN	is.;
ALANQU	is.;
ALAPAÇA	is.;
ALAPARS	is.;
ALAPƏLƏNG	is.;
ALAPƏLƏNGİ	sif.;
ALAPƏLƏNGİ	sif.;
ALAPISRAQ	is.;
ALA-PÖRTÜ	zer.;sif.;
ALAQ	is.;
ALAQANAD	is.;
ALAQANLI	sif.;
ALAQANQAL	is.;
ALAQAPI	is.;
ALA-QARA	sif.;
ALAQARANLIQ	sif.;
ALAQARĞA	is.;
ALAQARIN	sif.;zer.;
ALA-QARSAQ	sif.;
ALAQÇALAN	f_sif.;
ALAQÇI	is.;
ALAQÇILIQ	is.;
ALAQÇİN	is.;
ALAQDƏRƏN	is.;
ALAQKEŞ	sif.;
ALAQLA	f.;
ALAQLAMA	f.;
ALAQLAMAQ	f.;
ALAQLAN	f.;
ALAQLANMA	f.;
ALAQLANMAQ	f.;
ALAQLI	sif.;
ALAQLIQ	is.;
ALA-QOLAY	zer.;
ALA-QOLAYLIQ	is.;
ALA-QORA	sif.;
ALAQURT	sif.;
ALAQVURAN	is.;
ALAŞ	is.;
ALAŞA	is.;
ALA-SEYRƏK	sif.;zer.;
ALAŞIQ-DOLAŞIQ	sif.;
A-LAŞMA	f.;
ALA-SÜTÜL	zer.;sif.;
ALA-TALA	sif.;
ALAXANA-BALAXANA	is.;
ALAX-BULAX	sif.;
ALAY	is.;
ALAY-ALAY	sif.;
ALA-YARIM	sif.;
ALA-YARIMÇIQ	sif.;zer.;
ALA-YARIMÇILIQ	is.;
ALA-YARIMÇIQ	sif.;
ALA-YARIMÇIQLIQ	is.;
ALAY-BULAY	sif.;
ALA-YETİŞMİŞ	sif.;
ALAYONCA	is.;
ALAYONCALIQ	is.;
ALAZ	is.;
ALAZLA	f.;
ALAZLAMA	f.;
ALAZLAMAQ	f.;
ALAZLAN	f.;
ALAZLANMA	f.;
ALAZLANMAQ	f.;
ALBALI	is.;
ALBALILIQ	is.;
ALBAN	is.;
ALBANCA	zer.;
ALBATROS	is.;
ALBEDO	is.;
ALBİÇİ	is.;
ALBİNİZM	is.;
ALBİNOS	is.;
ALBİT	is.;
ALBİTOFİR	is.;
ALBİXTOL	is.;
ALBOM	is.;
ALBOM-KATALOQ	is.;
ALBOM-MONOQRAFİYA	is.;
ALBOM-PLAKAT	is.;
ALBUMİN	is.;
ALBUXARA	is.;
ALCA	is.;
ALÇA	is.;
ALÇACIQ	sif.;
ALÇA-ƏRİK	is.;
ALÇAL	f.;
ALÇALAN	is.;
ALÇALDICI	sif.;
ALÇALDIL	f.;
ALÇALDILMA	f.;
ALÇALDILMAQ	f.;
ALÇALIQ	is.;
ALÇALMA	f.;
ALÇALMAQ	f.;
ALÇALT	f.;
ALÇALTDIR	f.;
ALÇALTDIRMA	f.;
ALÇALTMA	f.;
ALÇALTMAQ	f.;
ALÇAQ	sif.;
ALÇA-QAYSI	is.;
ALÇAQBOY	is.;
ALÇAQBOYLU	sif.;
ALÇAQBOYLU	sif.;
ALÇAQCA	sif.;
ALÇAQCASINA	zer.;
ALÇAQDABAN	is.;
ALÇAQDABANLI	sif.;
ALÇAQDAN	zer.;
ALÇAQGÖVDƏLİ	sif.;
ALÇAQLAN	f.;
ALÇAQLANDIR	f.;
ALÇAQLANDIRMA	f.;
ALÇAQLANDIRMAQ	f.;
ALÇAQLANMA	f.;
ALÇAQLANMAQ	f.;
ALÇAQLAŞ	f.;
ALÇAQLAŞDIR	f.;
ALÇAQLAŞDIRMA	f.;
ALÇAQLAŞDIRMAQ	f.;
ALÇAQLAŞMA	f.;
ALÇAQLAT	f.;
ALÇAQLATMA	f.;
ALÇAQLATMAQ	f.;
ALÇAQLIQ	is.;
ALÇAQSƏQFLİ	sif.;
ALÇAQTAVANLI	sif.;
ALÇAQTƏHƏR	sif.;
ALÇAQTEMPERATURLU	sif.;
ALÇAQTƏPƏLİ	sif.;
ALÇAQTƏPƏLİK	is.;
ALÇAQTEZLİKLİ	sif.;
ALÇAQTƏZYİQLİ	sif.;
ALÇAQVOLTLU	sif.;
ALÇI	is.;
ALÇIDAŞI	is.;
ALDADICI	sif.;
ALDADICILIQ	is.;
ALDADIL	is.;
ALDADILMA	f.;
ALDADILMAQ	f.;
ALDAN	f.;
ALDANIL	f.;
ALDANILMA	f.;
ALDANIŞ	is.;
ALDANMA	f.;
ALDANMAQ	f.;
ALDAT	f.;
ALDATMA	f.;
ALDATMAQ	f.;
ALDEHİD	is.;
ALDƏYİŞİK	is.;
ALDI-QAÇDI	is.;
ALDIR	f.;
ALDIRIL	f.;
ALDIRILMA	f.;
ALDIRMA	f.;
ALDIRMAMAQ	f.;
ALDIRMAQ	f.;
ALDIRT	f.;
ALDIRTMA	f.;
ALEATORİK	sif.;
ALEATORİKA	is.;
ALEKSANDRİT	is.;
AL-ƏLVAN	sif.;
ALƏM	is.;
ALƏMARA	is.;
ALƏMARAY	sif.;
ALƏM-AŞKAR	sif.;zer.;
ALƏMƏFRUZ	sif.;
ALƏMGİR	sif.;
ALƏMŞÜMUL	sif.;
ALƏMSUZ	sif.;
ALƏMTAB	sif.;
ALƏT	is.;
ALƏTÇİ	is.;
ALƏT-ƏMƏLİYYAT	is.;
ALƏTQAYIRAN	is.;
ALƏTQAYIRMA	f.;
ALEUT	is.;
ALEUTCA	zer.;
ALFA-DƏMİR	is.;
ALFA-HİSSƏCİK	is.;
ALFAMETR	is.;
ALFA-PARÇALANMA	is.;
ALFA-RADİOMETR	is.;
ALFA-SPEKTR	is.;
ALFA-SPEKTROMETR	is.;
ALFA-ŞÜA-LAR	is.;
ALFA-ŞÜABURAXAN	is.;
ALFA-TERAPİYA	is.;
ALFA-ZƏRRƏ	is.;
ALFONS	is.;
ALFRESKO	is.;
ALGEZİMETR	is.;
ALĞI	is.;
ALĞI-SATQI	is.;
ALHAAL	is.;
ALI	is.;
ALİ	sif.;zer.;
ALIB-ALACAQ	is.;
ALIB-ALDAT	f.;
ALIB-ALDATMA	f.;
ALIB-ALDATMAQ	f.;
ALİBİ	sif.;
ALIB-SAT	f.;
ALIB-SATMA	is.;
ALIB-SATMAQ	f.;
ALIB-VER	f.;
ALIB-VERƏCƏK	is.;
ALIB-VERMƏ	f.;
ALİCAH	is.;
ALİCƏNAB	sif.;
ALİCƏNABCASINA	zer.;
ALİCƏNABLIQ	is.;
ALICI	is.;
ALICI	sif.;
ALICILIQ	is.;
ALİDOZA	is.;
ALİGÖVHƏR	is.;
ALİHÜMMƏT	is.;
ALIM	is.;
ALİM	is.;
ALİMANƏ	zer.;
ALİMCƏSİNƏ	zer.;
ALİMƏKAN	sif.;
ALİMƏKTƏBLƏRARASI	sif.;
ALİMƏNSƏB	is.;
ALİMENT	is.;
ALİMENTÇİ	is.;
ALİMƏQAM	is.;
ALİM-FİLOLOQ	is.;
ALİM-GEOLOQ	is.;
ALİMLİK	is.;
ALİMNÜMA	is.;
ALİMNÜMALIQ	is.;
ALIM-SATIM	is.;
ALIM-VERİM	is.;
ALIN	is.;
ALIN-ƏNG	is.;
ALİNƏSƏB	sif.;
ALİNƏSƏBLİK	is.;
ALINLI	sif.;
ALINLIQ	is.;
ALINMA	f.;
ALINMAQ	f.;
ALINMAZ	sif.;
ALINMAZLIQ	is.;
ALINÜSTÜ	sif.;
ALIN-XƏLBİR	is.;
ALIQ	is.;
ALIQ-ALIQ	zer.;
ALIQ-DALĞA	is.;
ALİQƏDR	is.;
ALIQ-İPCİK	is.;
ALIQLA	f.;
ALIQLAMA	f_is.;
ALIQLAMAQ	f.;
ALIŞ	is.;
ALİŞAN	is.;
ALİŞAN, ALİŞƏN	sif.;
ALIŞDIMYANDIM	is.;
ALIŞDIR	f.;
ALIŞDIRICI	sif.;
ALIŞDIRIL	f.;
ALIŞDIRILMA	f.;
ALIŞDIRILMAQ	f.;
ALIŞDIRMA	f.;
ALIŞDIRMAQ	f.;
ALIŞIB-VERİŞ	is.;
ALIŞIB-VERİŞMƏ	f.;
ALIŞIB-VERİŞMƏK	f.;
ALIŞIB-YAN	f.;
ALIŞIB-YANMA	is.;
ALIŞIQ	sif.;
ALIŞMA	f.;
ALIŞMALIQ	sif.;
ALIŞMAQ	f.;
ALIŞQAN	is.;
ALIŞQAN	sif.;
ALIŞQANLIQ	is.;
ALIŞ-VERİŞ	is.;
ALIŞ-VERİŞÇİ	is.;
ALİTƏHSİLLİ	sif.;
ALİTİRLƏMƏ	f.;
ALİVÜCUD	is.;
ALİYƏ	sif.;
ALİZARİN	is.;
ALKALİMETRİYA	is.;
ALKALOİD	is.;
ALKAN	is.;
ALKİD	is.;
ALKOQOL	is.;
ALKOQOLÇU	is.;
ALKOQOLİK	is.;
ALKOQOLİMETRİYA	is.;
ALKOQOLİZM	is.;
ALKOQOLLU	sif.;
ALKOQOLSUZ	sif.;
ALLAF	is.;
ALLAFBAZAR	is.;
ALLAFLIQ	is.;
ALLAH	is.;
ALLAHARAYICI	is.;
ALLAHARAYICILIQ	is.;
ALLAHAXTARAN	is.;
ALLAHAXTARICI	is.;
ALLAHAXTARICILIQ	is.;
ALLAHLIQ	is.;
ALLAHPAYI	is.;
ALLAHPƏRƏST	sif.;
ALLAHPƏRƏSTLİK	is.;
ALLAHQURUCU	is.;
ALLAHQURUCULUQ	is.;
ALLAHSIZ	sif.;
ALLAHSIZCASINA	zer.;
ALLAHSIZLIQ	is.;
ALLAH-TAALA	is.;
ALLAHÜ-ƏKBƏR	is.;
ALLAHVARA	is.;
ALLAHVERƏN	is.;
ALLAHVERGİSİ	is.;
ALLAN	f_sif.;
ALLANMA	f.;
ALLANMAQ	f.;
ALLANTOİS	is.;
ALLAŞ	f.;
ALLAŞDIR	f.;
ALLAŞDIRIL	f.;
ALLAŞDIRILMA	f.;
ALLAŞDIRILMAQ	f.;
ALLAŞDIRMA	f.;
ALLAŞDIRMAQ	f.;
ALLAŞMA	f.;
ALLEOPATİK	sif.;
ALLEQORİK	sif.;
ALLEQORİYA	is.;
ALLEQORİZM	is.;
ALLEQRETTO	is.;
ALLERGEN	is.;
ALLERGİK	is.;
ALLERGİYA	is.;
ALLERQOLOGİYA	is.;
ALLERQOLOQ	is.;
ALLI	sif.;
ALLI-BƏZƏKLİ	sif.;
ALLI-ƏLVANLI	sif.;
ALLI-GÜLLÜ	sif.;
ALLIQ	is.;
ALLI-QIRMIZILI	sif.;
ALLI-ŞALLI	sif.;
ALLİTERASİYA	is.;
ALLO	nida.;
ALLOANTİGEN	is.;
ALLOANTİGENLİ	sif.;
ALLOGENOTİP	is.;
ALLOMETOMORFİZM	is.;
ALLOMETRİYA	is.;
ALLOMORF	is.;
ALLOMORFLU	sif.;
ALLOPATİYA	is.;
ALLOPATRİYA	is.;
ALLOPLASTİK	is.;
ALLOPLASTİKİ	sif.;
ALLOPLAZMA	is.;
ALLOXRONİGEN	is.;
ALLOXTON	is.;
ALLÜVİAL	is.;
ALLÜVİAL-GÖL	is.;
ALLÜVİUM	is.;
ALMA	f.;
ALMA	is.;
ALMA-ARMUD	is.;
